名稱,註冊號碼,地址,統編,緯度,經度,日期
六張犂饅頭有限公司,65002663,新北市深坑區北深路3段155巷15、17號(1樓),54369066,121.60232,25.00247,中華民國59年08月23日 03:38:51
統一聖娜多堡股份有限公司五股廠,65002667,新北市五股區五工二路124號3樓,70790935,121.4553,25.07028,中華民國59年08月23日 03:38:51
米力股份有限公司,65002669,新北市三重區光復路2段196巷6號2樓,27953944,121.46993,25.06256,中華民國59年08月23日 03:38:51
成勝生物科技有限公司,65002670,新北市板橋區干城路162號1樓,54231838,121.46064,24.99192,中華民國59年08月23日 03:38:51
禧月有限公司,65002674,新北市中和區中山路二段327巷15號3樓,54049276,121.49343,25.0006,中華民國59年08月23日 03:38:51
旭輝食品興業有限公司,65002692,新北市樹林區樹中街63號2樓,54283954,121.4213,24.98525,中華民國59年08月23日 03:38:51
大得利家畜肉食品加工廠有限公司,T6500392,新北市新莊區環漢路3段525號,86229519,121.43517,25.00266,中華民國59年08月23日 03:38:51
派帝食品有限公司,65002739,新北市樹林區光興街63巷12號1、2樓,54297063,121.41051,25.00219,中華民國59年08月23日 03:38:51
章富昌食品有限公司,T6500394,新北市三峽區嘉添里嘉添109-2號,89808338,121.38989,24.90277,中華民國59年08月23日 03:38:51
葵果股份有限公司,65002753,新北市中和區中山路2段389號9樓,16775063,121.48681,25.00472,中華民國59年08月23日 03:38:51
冠閎實業有限公司,65002764,新北市新莊區化成路83巷60號1樓及2樓,25037428,121.46242,25.04667,中華民國59年08月23日 03:38:51
鎧逸企業股份有限公司,T6500395,新北市三峽區中華路74-1號,5182958,121.3715,24.92954,中華民國59年08月23日 03:38:51
明軒食品有限公司,65002768,新北市鶯歌區中正三路156巷33弄6、7號(1、2樓),54283568,121.33287,24.93973,中華民國59年08月23日 03:38:51
多米多食品有限公司,65002788,新北市五股區中興路1段46巷4號(1樓),54312867,121.46828,25.07297,中華民國59年08月23日 03:38:51
台灣和華貿易有限公司,65002791,新北市中和區建八路2號4樓之4,54303332,121.48619,24.99833,中華民國59年08月23日 03:38:51
豆工房咖啡商行,65002798,新北市汐止區福德一路393巷8號1樓,99984306,121.62779,25.06027,中華民國59年08月23日 03:38:51
康喜軒食品有限公司,T6500399,新北市三峽區中華路74-5號,16992857,121.3715,24.92954,中華民國59年08月23日 03:38:51
屹兆莊企業有限公司,65002813,新北市蘆洲區長興路353號1樓,84699395,121.46078,25.09107,中華民國59年08月23日 03:38:51
福寶貿易有限公司,65002829,新北市中和區建八路162號1樓,29137455,121.49011,24.99849,中華民國59年08月23日 03:38:51
恆新股份有限公司,65002836,新北市林口區粉寮路二段458之1號(二樓),3319108,121.40428,25.09926,中華民國59年08月23日 03:38:51
源廣興食品有限公司石碇廠,T6500400,新北市石碇區彭山里崩山3之3號,80319350,121.67621,24.97503,中華民國59年08月23日 03:38:51
千賓香精原料有限公司,65002921,新北市新店區中正路四維巷8弄7號2樓、9號2樓,3049203,121.53494,24.98487,中華民國59年08月23日 03:38:51
智捷實業有限公司,65002922,新北市新莊區化成路370、372、374號1樓,89707015,121.466,25.04984,中華民國59年08月23日 03:38:51
米塔汐止食品有限公司,65002933,新北市汐止區環河街166號,54302045,121.62832,25.05755,中華民國59年08月23日 03:38:51
綠指南貿易有限公司,65002934,新北市板橋區信義路163巷5號10樓,89864289,121.45938,24.99289,中華民國59年08月23日 03:38:51
維喆禮坊股份有限公司,65002976,新北市中和區立業路83巷1號3樓,54696667,121.49141,25.00725,中華民國59年08月23日 03:38:51
稷馨企業有限公司,65002999,新北市汐止區康寧街169巷29號12樓之2,54271465,121.62264,25.06892,中華民國59年08月23日 03:38:51
良菓生化科技股份有限公司,65003004,新北市新店區寶宏路7號3樓,54692563,121.54938,24.97611,中華民國59年08月23日 03:38:51
沅哲有限公司,65003031,新北市林口區粉寮路二段24號1、2、3樓,12692534,121.40294,25.08628,中華民國59年08月23日 03:38:51
德利發食品有限公司,65003061,新北市中和區錦和路134號(2樓),80159797,121.4893,24.99803,中華民國59年08月23日 03:38:51
香好佳有限公司,65003062,新北市新莊區中正路853之2號4樓,54700965,121.42014,25.02802,中華民國59年08月23日 03:38:51
崴騏手工蛋糕坊有限公司中和廠,65003065,新北市中和區中正路774號3樓,28490957,121.48528,25.00007,中華民國59年08月23日 03:38:51
翔椿生技有限公司,65003067,新北市三峽區中園街106之5號1、2樓,54311749,121.36717,24.92311,中華民國59年08月23日 03:38:51
塔皮歐卡食品行,65003073,新北市新莊區民樂街42號1樓,37889197,121.45801,25.04127,中華民國59年08月23日 03:38:51
珍食堡實業股份有限公司,65003088,新北市三重區興德路90、92號7樓,24466647,121.47309,25.05322,中華民國59年08月23日 03:38:51
尚大立食品實業有限公司,65003128,新北市新莊區新樹路244巷80號1樓,70521777,121.43108,25.02036,中華民國59年08月23日 03:38:51
原振冷凍食品有限公司,65003148,新北市三重區中正北路193巷35弄90號,16903551,121.47909,25.07162,中華民國59年08月23日 03:38:51
薩摩亞商寶宏國際實業股份有限公司台灣分公司,65003186,新北市瑞芳區明燈路3段209號,27944495,121.80063,25.11072,中華民國59年08月23日 03:38:51
台灣塩野香料股份有限公司二廠,65003211,新北市新莊區頭前路93號,3561504,121.46519,25.05233,中華民國59年08月23日 03:38:51
彥臣生技藥品股份有限公司,65003218,新北市五股區五權八路45號(4樓),12676817,121.44919,25.06968,中華民國59年08月23日 03:38:51
坤禾食品有限公司,65003237,新北市樹林區八德街31號1樓,53703681,121.41844,24.98387,中華民國59年08月23日 03:38:51
雅聖食品行,T6500408,新北市土城區裕生路21巷2弄24、26號1樓,78893499,121.44804,24.98638,中華民國59年08月23日 03:38:51
洺林食品有限公司,65003262,新北市三峽區中園街108之1號1樓,54707165,121.36717,24.92304,中華民國59年08月23日 03:38:51
韋冠實業有限公司,65003270,新北市深坑區北深路三段276號6樓,70447095,121.59796,25.00507,中華民國59年08月23日 03:38:51
仙華生機農業股份有限公司,65003276,新北市八里區龍米路1段138巷2號,24243750,121.45327,25.12567,中華民國59年08月23日 03:38:51
金記食品有限公司,65003280,新北市三重區疏洪西路246號3、4樓,16305582,121.47426,25.0599,中華民國59年08月23日 03:38:51
雅旭食品有限公司,65003287,新北市土城區慶祥街79號1樓,54689510,121.43526,24.97222,中華民國59年08月23日 03:38:51
樂儂食品股份有限公司,65003293,新北市新店區中正路501-17號5樓,54689841,121.53358,24.98362,中華民國59年08月23日 03:38:51
豪紳企業社,65003300,新北市三重區中正北路191巷3弄5號1樓,10086245,121.47771,25.06979,中華民國59年08月23日 03:38:51
華森健康國際有限公司(俊英廠),65003330,新北市樹林區俊英街81巷61之2號(1樓),16678864,121.42283,25.00703,中華民國59年08月23日 03:38:51
台灣艾諾特生物科技有限公司,65003349,新北市樹林區佳園路2段15巷6弄9號1~2樓,28193128,121.3929,24.96316,中華民國59年08月23日 03:38:51
森騰實業有限公司,65003353,新北市新莊區化成路195巷26號2樓,24539873,121.46363,25.05071,中華民國59年08月23日 03:38:51
味都股份有限公司新莊廠,65003369,新北市新莊區福營路145巷34號,23615839,121.43321,25.03069,中華民國59年08月23日 03:38:51
祿大食品有限公司,65003387,新北市三重區中興北街特137之2號(1樓),25122640,121.46932,25.05126,中華民國59年08月23日 03:38:51
龍達食品有限公司,65003395,新北市中和區建三路67號(1樓),54053284,121.48622,25.00148,中華民國59年08月23日 03:38:51
發全台企業社,T6500430,新北市五股區民義路1段287巷16號之22樓,49923213,121.42278,25.08896,中華民國59年08月23日 03:38:51
眾味元有限公司,65003417,新北市樹林區忠信街15號6樓,24313262,121.40782,25.01525,中華民國59年08月23日 03:38:51
豐華企業股份有限公司,65003457,新北市三重區三和路4段103-1號8樓,54724903,121.48713,25.07663,中華民國59年08月23日 03:38:51
大堡口福食品有限公司,65003503,新北市土城區永豐路195巷26號,54723019,121.47389,24.97937,中華民國59年08月23日 03:38:51
可夫萊食品股份有限公司,65003505,新北市新莊區五工五路1號3樓,53108917,121.45628,25.06402,中華民國59年08月23日 03:38:51
采威麵包廠,65003534,新北市三重區中正北路428巷7弄11、13號,41071226,121.47412,25.0699,中華民國59年08月23日 03:38:51
逢興生物科技股份有限公司,65003539,新北市中和區立德街148巷36號5樓及48號5樓、6樓,12954810,121.48667,25.00907,中華民國59年08月23日 03:38:51
翰霖貿易有限公司,T6500443,新北市深坑區北深路2段32號,16326313,121.61983,25.00451,中華民國59年08月23日 03:38:51
調味大師展業有限公司,65003558,新北市中和區立德街98巷60號1樓,24223092,121.48814,25.00868,中華民國59年08月23日 03:38:51
馥雅有限公司,65003560,新北市汐止區福德一路430巷26號4樓,16404443,121.62469,25.06027,中華民國59年08月23日 03:38:51
黑傑克食品有限公司,65003567,新北市土城區永平街28號1樓,24692910,121.42802,24.96161,中華民國59年08月23日 03:38:51
晉義參藥有限公司,65003580,新北市新莊區民安西路486號1樓,24381129,121.43234,25.00725,中華民國59年08月23日 03:38:51
大鼎食品有限公司,65003595,新北市三峽區溪北街103號,24280641,121.39811,24.9356,中華民國59年08月23日 03:38:51
華盛食品有限公司,65003605,新北市新店區寶橋路235巷6弄2號1樓,86323351,121.55235,24.98022,中華民國59年08月23日 03:38:51
順立食品有限公司,65003649,新北市鶯歌區大湖路185之1號,24705422,121.34453,24.97011,中華民國59年08月23日 03:38:51
悅子有限公司,65003650,新北市新莊區中正路81巷1號,53917403,121.46132,25.0388,中華民國59年08月23日 03:38:51
長谷川食品有限公司,65003651,新北市新莊區五權一路5號8樓之9,12870220,121.45793,25.06617,中華民國59年08月23日 03:38:51
裕品馨食品有限公司,65003656,新北市新莊區中正路721巷3號(1、2樓),24703058,121.42381,25.02875,中華民國59年08月23日 03:38:51
漢馨科技有限公司,65003659,新北市中和區立德街89號5樓,12871987,121.48571,25.00842,中華民國59年08月23日 03:38:51
查理布朗有限公司,65003661,新北市三重區中興北街156號1樓,24491483,121.46894,25.05681,中華民國59年08月23日 03:38:51
青益企業有限公司,65003696,新北市樹林區佳園路2段61之5號1、2樓,34671858,121.39139,24.96136,中華民國59年08月23日 03:38:51
太魯閣國際股份有限公司三重廠,65003697,新北市三重區中正北路193巷41號1樓,28514120,121.4757,25.07096,中華民國59年08月23日 03:38:51
弘梅有限公司新莊廠,65003728,新北市新莊區五權一路5號4樓之2,16142526,121.45793,25.06617,中華民國59年08月23日 03:38:51
鼎耀國際食品股份有限公司,65003746,新北市新店區寶中路94號及94之1號(1樓),89626702,121.54899,24.97991,中華民國59年08月23日 03:38:51
合廣有限公司汐止廠,65003747,新北市汐止區福德一路351巷9號1樓,28460383,121.62963,25.06137,中華民國59年08月23日 03:38:51
科麥股份有限公司(汐止廠),65003773,新北市汐止區康寧街169巷31之1號13樓及13樓之3,86011738,121.62263,25.06956,中華民國59年08月23日 03:38:51
雪坊志業股份有限公司,65003801,新北市中和區員山路502號7樓之3,24329659,121.47977,25.0074,中華民國59年08月23日 03:38:51
泳賀食品企業有限公司,65003827,新北市新莊區雙鳳路73巷25號(1樓),24708928,121.4147,25.02666,中華民國59年08月23日 03:38:51
布列德麵包股份有限公司五股廠,65003844,新北市五股區五工六路53之2號(2樓),54172330,121.44596,25.06736,中華民國59年08月23日 03:38:51
元素生化科技有限公司,65003848,新北市中和區立德街148巷2、6、8號7樓,13010059,121.48727,25.00876,中華民國59年08月23日 03:38:51
百莉製冰廠有限公司泰山廠,65003853,新北市泰山區泰林路2段292巷26號(1樓),84527871,121.43163,25.06346,中華民國59年08月23日 03:38:51
海子企業有限公司,65003854,新北市新莊區五權一路5號2樓(221室),28815792,121.45793,25.06617,中華民國59年08月23日 03:38:51
志遠食品廠,65003856,新北市五股區五權八路39號之1,41093397,121.4489,25.0693,中華民國59年08月23日 03:38:51
向唐食品有限公司,65003857,新北市中和區建三路75號(1樓),53349417,121.48629,25.00126,中華民國59年08月23日 03:38:51
儀諭企業社,65003859,新北市三重區中正北路530巷11號1樓,41397096,121.4719,25.07105,中華民國59年08月23日 03:38:51
愷得食品有限公司,65003861,新北市深坑區北深路三段286巷23號1、2、3樓,24720937,121.59668,25.0062,中華民國59年08月23日 03:38:51
天納原企業有限公司,65003864,新北市新莊區中正路514巷105弄72號,86489628,121.42899,25.03407,中華民國59年08月23日 03:38:51
捷安商實業股份有限公司,65003886,新北市三重區光復路1段82之8號(1、2樓),25105092,121.47191,25.05044,中華民國59年08月23日 03:38:51
富茂香生物科技有限公司,65003887,新北市新店區寶興路45巷8弄4號5樓,27516819,121.55014,24.97458,中華民國59年08月23日 03:38:51
世紀冷凍食品有限公司,65003903,新北市土城區金城路3段202之1號1樓,28022814,121.46938,24.98791,中華民國59年08月23日 03:38:51
柏泰食品興業股份有限公司二廠,65003904,新北市新店區寶橋路235巷1弄2、4號5樓,38443032,121.55121,24.98033,中華民國59年08月23日 03:38:51
霜囍有限公司,65003914,新北市新莊區民安西路480巷7號2樓,24543601,121.43191,25.00698,中華民國59年08月23日 03:38:51
媽媽家食品企業有限公司,65003923,新北市林口區工九路13之1號1樓,89457728,121.40088,25.07602,中華民國59年08月23日 03:38:51
豐稷食品有限公司新店廠,65003925,新北市新店區寶興路45巷1、3號4樓,53719023,121.54986,24.97382,中華民國59年08月23日 03:38:51
嘉毓企業有限公司,65003930,新北市八里區頂寮一街28巷13號1、2樓,24765498,121.41073,25.15754,中華民國59年08月23日 03:38:51
大洪興業有限公司,65003940,新北市樹林區俊興街273號1、2樓,24778424,121.41844,25.01801,中華民國59年08月23日 03:38:51
台灣善商股份有限公司,65003971,新北市五股區五權八路42號,54181892,121.44914,25.06922,中華民國59年08月23日 03:38:51
貝諾有限公司,65003998,新北市三重區光復路二段88巷33號,24732429,121.47035,25.05746,中華民國59年08月23日 03:38:51
榮騰農產股份有限公司,65004006,新北市三重區光復路1段111之1號,53925831,121.47221,25.0518,中華民國59年08月23日 03:38:51
好滿鎰有限公司,65004007,新北市樹林區民權街5巷2號,24737183,121.39522,24.95758,中華民國59年08月23日 03:38:51
柴神興業有限公司,65004022,新北市三重區溪尾街108巷46弄23號,70484984,121.48864,25.07812,中華民國59年08月23日 03:38:51
長珍食品有限公司,65004062,新北市樹林區東順街82-4號2樓,54724312,121.40958,24.97653,中華民國59年08月23日 03:38:51
路易莎咖啡有限公司,65004077,新北市新莊區建國一路55號1樓,24693586,121.43405,25.03093,中華民國59年08月23日 03:38:51
百合國際企業有限公司,65004081,新北市汐止區康寧街169巷27之1號10樓之2,12975738,121.62265,25.06877,中華民國59年08月23日 03:38:51
台益食品企業有限公司,65004094,新北市淡水區中正東路1段3巷25號6樓,54731340,121.45192,25.16582,中華民國59年08月23日 03:38:51
鮮元食品有限公司,65004100,新北市三重區中正北路428巷9號(1樓),89687215,121.47449,25.07046,中華民國59年08月23日 03:38:51
永縉食品包裝有限公司,65004102,新北市鶯歌區中正三路156巷8之10號(2、3樓),24709237,121.33315,24.94042,中華民國59年08月23日 03:38:51
瑞士達實業股份有限公司大同廠,65004132,新北市汐止區大同路2段135號7樓,28222812,121.65089,25.0641,中華民國59年08月23日 03:38:51
和美早餐店,T6500500,新北市土城區裕民路136巷6弄1號1樓,30171304,121.45078,24.98539,中華民國59年08月23日 03:38:51
生態綠股份有限公司,65004160,新北市三重區中興北街131之17號1、2樓,28646760,121.46955,25.05027,中華民國59年08月23日 03:38:51
富聖養生實業有限公司,65004170,新北市新店區寶橋路235巷16弄7號7樓,80259753,121.55204,24.98123,中華民國59年08月23日 03:38:51
賞味佳食品工業有限公司,T6500505,新北市三芝區古庄里四棧橋27之1號,23251056,121.48619,25.26059,中華民國59年08月23日 03:38:51
展裕國際有限公司,65004176,新北市中和區中正路766號7樓,53726925,121.48532,24.99964,中華民國59年08月23日 03:38:51
盛宇行,65004184,新北市樹林區東興街27號(1樓),13447047,121.41038,24.97822,中華民國59年08月23日 03:38:51
立杰國際有限公司,65004185,新北市新莊區民安路437號(1樓),24722344,121.43422,25.02262,中華民國59年08月23日 03:38:51
諾蔓食品烘焙店,T6500510,新北市淡水區民生路48號4樓,14877868,121.4618,25.13781,中華民國59年08月23日 03:38:51
薩摩亞商璽睿股份有限公司台灣分公司,65004217,新北市五股區五權二路23號,54390201,121.45735,25.06704,中華民國59年08月23日 03:38:51
鼎昌實業有限公司,65004221,新北市中和區建八路139巷2號(1樓),24305729,121.49025,24.99894,中華民國59年08月23日 03:38:51
品軒事業有限公司,65004222,新北市新店區寶興路45巷6弄9號3樓,29130734,121.55072,24.97425,中華民國59年08月23日 03:38:51
活絡生物科技有限公司,65004230,新北市泰山區貴鳳街26之6號(2樓),53725637,121.42301,25.03015,中華民國59年08月23日 03:38:51
黑堂有限公司新莊廠,65004234,新北市新莊區新樹路302巷7號(1、2樓),28869972,121.43209,25.00656,中華民國59年08月23日 03:38:51
甲寅國際興業有限公司二廠,65004260,新北市新莊區化成路190巷3、5號(1樓),28899912,121.4661,25.04629,中華民國59年08月23日 03:38:51
益同商行,T6500518,新北市板橋區大觀路1段28巷108之1號1樓,41094987,121.45019,25.01132,中華民國59年08月23日 03:38:51
郁香食品有限公司,65004280,新北市新莊區瓊林南路187巷32號之4,24732477,121.43504,25.00902,中華民國59年08月23日 03:38:51
福圓號食品有限公司,65004285,新北市新店區寶中路95之2號(1、2、3樓),54355725,121.54872,24.98076,中華民國59年08月23日 03:38:51
傳恩食品有限公司鶯歌廠,65004286,新北市鶯歌區鶯桃路61之3號(1樓),53728873,121.3415,24.95261,中華民國59年08月23日 03:38:51
聖力達生物科技有限公司,65004287,新北市三峽區介壽路三段203號1樓,54721119,121.40222,24.94417,中華民國59年08月23日 03:38:51
尚品烘焙坊,T6500521,新北市蘆洲區民族路422巷82弄16號,9840069,121.47384,25.09381,中華民國59年08月23日 03:38:51
富侑食品有限公司,65004288,新北市樹林區民權街5巷19弄20號(1、2樓),24713942,121.39545,24.95897,中華民國59年08月23日 03:38:51
義興湯圓行,T6500523,新北市三重區車路頭街51巷20號,17630657,121.48529,25.07259,中華民國59年08月23日 03:38:51
旺榮利食品股份有限公司,T6500524,新北市樹林區俊安街43號,27586130,121.42026,25.01278,中華民國59年08月23日 03:38:51
橘村屋食品有限公司,65004315,新北市五股區五工五路31號,29144110,121.45248,25.06417,中華民國59年08月23日 03:38:51
睿美食品行,T6500533,新北市板橋區縣民大道3段133巷3號,1912265,121.47745,25.02343,中華民國59年08月23日 03:38:51
鮮享股份有限公司,65004349,新北市汐止區大同路1段276之1號10樓,54848257,121.63433,25.0573,中華民國59年08月23日 03:38:51
介宏國際有限公司,65004374,新北市汐止區福德一路392巷23號4樓,53420847,121.62625,25.06144,中華民國59年08月23日 03:38:51
禾豚有限公司,65004379,新北市樹林區三俊街87號(1樓),28781033,121.41637,25.01548,中華民國59年08月23日 03:38:51
冠睿有限公司,65004386,新北市土城區慶樂街53號1、2樓,54859492,121.43712,24.97372,中華民國59年08月23日 03:38:51
東方聚利食品工業有限公司,65004398,新北市汐止區福德一路413號(1樓),12995592,121.62701,25.0601,中華民國59年08月23日 03:38:51
日新豆腐店,T6500546,新北市深坑區北深路3段43-1號,34760177,121.60827,25.0012,中華民國59年08月23日 03:38:51
大登食品有限公司,65004434,新北市新店區寶橋路235巷16弄5號1樓,22718772,121.55184,24.98109,中華民國59年08月23日 03:38:51
鵝之鄉食品行,T6500552,新北市三重區福德南路33-1號,14506389,121.50278,25.06255,中華民國59年08月23日 03:38:51
旺萊食品有限公司,65004483,新北市中和區立德街72巷12號,53413352,121.48789,25.0081,中華民國59年08月23日 03:38:51
羿方有限公司,65004496,新北市新莊區化成路892號(1樓),54851169,121.46471,25.06154,中華民國59年08月23日 03:38:51
優而品國際有限公司,65004528,新北市泰山區貴鳳街1號4樓,53315057,121.42144,25.03151,中華民國59年08月23日 03:38:51
正永傳貿易有限公司,65004550,新北市樹林區中山路2段151巷15弄54號,89908060,121.40836,24.97663,中華民國59年08月23日 03:38:51
群達蛋品有限公司,65004571,新北市土城區永豐路195巷2之4號2樓,54727296,121.4713,24.9781,中華民國59年08月23日 03:38:51
嘉赫食品有限公司,65004578,"新北市中和區員山路466巷27號1樓,29號1樓",27278443,121.48127,25.00656,中華民國59年08月23日 03:38:51
麒福食品工業有限公司,65004580,新北市汐止區福德二路234號2樓,4817146,121.62858,25.06487,中華民國59年08月23日 03:38:51
德默特爾烘焙事業有限公司,65004595,新北市新莊區五權一路11號8樓之1,66845613,121.45928,25.06767,中華民國59年08月23日 03:38:51
龍美食品廠,65004596,新北市五股區五權二路29號(1樓),1431098,121.45771,25.06741,中華民國59年08月23日 03:38:51
台味開發有限公司,T6500573,新北市樹林區佳園路3段101巷62弄52-15號,28324493,121.39707,24.94524,中華民國59年08月23日 03:38:51
富貴得實業有限公司新莊二廠,65004640,新北市新莊區五工五路27號7樓,53778009,121.4533,25.06362,中華民國59年08月23日 03:38:51
仕奇生技股份有限公司,65004642,新北市樹林區大安路528號6樓,13195035,121.41366,24.98634,中華民國59年08月23日 03:38:51
亞詮餐飲事業股份有限公司,65004698,新北市新店區民權路42巷59弄10號2樓,55670904,121.53818,24.98362,中華民國59年08月23日 03:38:51
全利洋企業有限公司,65004701,新北市中和區立德街98巷125號(1層、2層),25024839,121.48898,25.00776,中華民國59年08月23日 03:38:51
泰佶食品行,T6500586,新北市三峽區三樹路350號1樓左段,15764736,121.37749,24.93744,中華民國59年08月23日 03:38:51
香臨食品股份有限公司,65004731,新北市三重區新北大道2段139巷25號、27號(3樓),54877528,121.46665,25.06037,中華民國59年08月23日 03:38:51
德盛製麵股份有限公司,65004732,新北市樹林區八德街280巷3號(3樓),54854715,121.41048,24.97042,中華民國59年08月23日 03:38:51
勝興食品加工廠有限公司(三峽廠),65004746,新北市三峽區添福14之34號(1樓),29181120,121.37357,24.90229,中華民國59年08月23日 03:38:51
豐品食品有限公司中和一廠,65004757,新北市中和區連城路222巷6弄7號1樓,86981100,121.49107,24.99799,中華民國59年08月23日 03:38:51
百傑國際食品有限公司新莊廠,65004766,新北市新莊區民安西路482、482之1號1、2樓,80604734,121.43227,25.0073,中華民國59年08月23日 03:38:51
和生御品股份有限公司深坑廠,65004770,新北市深坑區北深路3段270巷5號2樓,54865987,121.59842,25.00531,中華民國59年08月23日 03:38:51
英雄食品行,65004778,新北市新店區寶興路45巷6弄2號1樓,90908476,121.55019,24.97399,中華民國59年08月23日 03:38:51
柏鈞食品股份有限公司,65004798,新北市三峽區嘉添里嘉添181之14號,54734917,121.38989,24.90277,中華民國59年08月23日 03:38:51
宇馨生技食品股份有限公司,65004809,新北市樹林區忠信街4號1樓,16642803,121.40927,25.01528,中華民國59年08月23日 03:38:51
陳明樹油行,T6500593,新北市石門區崁子腳30號之3,20018295,121.56775,25.2914,中華民國59年08月23日 03:38:51
月桂香食品行,65004823,新北市新莊區五權一路5號之2(1樓),37886255,121.45793,25.06617,中華民國59年08月23日 03:38:51
富凰企業股份有限公司,65004836,新北市新莊區五權二路20號之1(2樓),12298913,121.45725,25.06656,中華民國59年08月23日 03:38:51
興德旺食品有限公司,65004846,新北市中和區員山路611巷4弄33之3號1樓,53691600,121.47644,25.01115,中華民國59年08月23日 03:38:51
英屬維京群島商皮可吉科技股份有限公司台灣分公司,65004847,新北市中和區中正路736號17樓之5,54381977,121.48555,24.99789,中華民國59年08月23日 03:38:51
連淨綠色科技股份有限公司,65004860,新北市新店區寶興路45巷9弄2號1樓,65186129,121.54974,24.97468,中華民國59年08月23日 03:38:51
紅仕食品有限公司,65004868,新北市八里區頂寮一街28巷8號,54871926,121.41073,25.15754,中華民國59年08月23日 03:38:51
威承貿易有限公司,65004889,新北市三重區中正北路317巷46號1、2樓,89544131,121.4766,25.07329,中華民國59年08月23日 03:38:51
正文肉店,T6500605,新北市汐止區南陽街265號(2樓),29281508,121.62805,25.05644,中華民國59年08月23日 03:38:51
康和皇家生活事業股份有限公司,65004896,新北市蘆洲區中山一路95巷22弄14號,70397222,121.47697,25.08027,中華民國59年08月23日 03:38:51
中原光合農場股份有限公司三峽二廠,65004901,新北市三峽區正義街18號(2樓),53956735,121.36923,24.91893,中華民國59年08月23日 03:38:51
漁路發水產有限公司,65004925,新北市汐止區福德一路394號5樓,53326272,121.62752,25.06074,中華民國59年08月23日 03:38:51
台山冷凍食品有限公司,65004934,新北市土城區石門路49之1號1、2樓,54873023,121.45803,24.96444,中華民國59年08月23日 03:38:51
膳安國際股份有限公司,65004941,新北市五股區五權二路21號(1、2樓),53766290,121.45722,25.06689,中華民國59年08月23日 03:38:51
彭勝食品有限公司,65004959,新北市樹林區三俊街213之1號,54880571,121.42062,25.01545,中華民國59年08月23日 03:38:51
博東客企業有限公司,65004960,新北市深坑區北深路3段111號,84474781,121.60461,25.00182,中華民國59年08月23日 03:38:51
海力士國際股份有限公司中和廠,65004966,新北市中和區中山路2段327巷11弄17號2樓,53191936,121.4933,25.00013,中華民國59年08月23日 03:38:51
喜悅雜糧餐包有限公司,65004980,新北市板橋區縣民大道3段270巷1號(1、2樓),54841851,121.47829,25.02344,中華民國59年08月23日 03:38:51
北興隆食品有限公司,65004982,新北市新莊區五權二路22號3樓之10,28871718,121.45771,25.06709,中華民國59年08月23日 03:38:51
喜詮生技股份有限公司,65004983,新北市樹林區柑園街2段122巷11、12號2樓,22015908,121.38386,24.95533,中華民國59年08月23日 03:38:51
健逢生物科技企業有限公司(動物飼料廠),65005000,新北市鶯歌區建國路596巷68號1樓,16194256,121.34101,24.95176,中華民國59年08月23日 03:38:51
好年庄食品有限公司,65005005,新北市三芝區四棧橋53之15號,80000066,121.48422,25.26539,中華民國59年08月23日 03:38:51
心一食品有限公司,65005017,新北市新莊區化成路293巷13號(1樓),46186459,121.46474,25.05518,中華民國59年08月23日 03:38:51
和泰興烘焙有限公司,65005019,新北市土城區承天路4巷2之18號,46131906,121.4361,24.96409,中華民國59年08月23日 03:38:51
東瀛企業有限公司,65005022,新北市三重區中正北路530巷29號(1樓),12711217,121.47189,25.07004,中華民國59年08月23日 03:38:51
葉記食品企業有限公司,T6500620,新北市中和區水源路105之5號、107之5號,80482129,121.50752,25.00337,中華民國59年08月23日 03:38:51
花伊朵國際有限公司,65005058,新北市新莊區五工六路12號1樓,42581710,121.45146,25.06169,中華民國59年08月23日 03:38:51
一禾泰興業有限公司,65005086,新北市三峽區成福路105巷29號,54838357,121.41856,24.9333,中華民國59年08月23日 03:38:51
好神國際股份有限公司中和廠,65005087,新北市中和區建八路152巷3號(1樓),54230747,121.48988,24.99821,中華民國59年08月23日 03:38:51
裕昌咖啡有限公司,65005089,新北市三重區中正北路193巷35弄50號(1樓),42710518,121.47776,25.07131,中華民國59年08月23日 03:38:51
達弘食品有限公司新莊廠,65005120,新北市新莊區化成路11巷60號,28640800,121.46249,25.04353,中華民國59年08月23日 03:38:51
純美香食品有限公司,65005136,新北市三重區中興北街204巷13號(1、2樓),42712240,121.4683,25.05914,中華民國59年08月23日 03:38:51
立葳食品有限公司,65005143,新北市蘆洲區國道路2段1巷52號3樓,46399713,121.47467,25.07305,中華民國59年08月23日 03:38:51
北大食品有限公司,65005146,新北市新莊區化成路139之1號1樓、139之2號1樓,54283151,121.46556,25.04796,中華民國59年08月23日 03:38:51
久沅企業有限公司,65005161,新北市汐止區環河街136號1樓,89700174,121.62844,25.05878,中華民國59年08月23日 03:38:51
宬揚企業有限公司,65005169,新北市汐止區中興路31號2樓之1,53085674,121.63462,25.06177,中華民國59年08月23日 03:38:51
盧師食品行,65005193,新北市三重區中興北街170巷11號(2樓),26517332,121.46787,25.05727,中華民國59年08月23日 03:38:51
昊悅國際事業有限公司,65005218,新北市汐止區大同路1段181號11樓之2,46379104,121.63271,25.05713,中華民國59年08月23日 03:38:51
福成開發食品有限公司土城廠,65005223,新北市土城區青雲665之8號(1樓),54288846,121.44281,24.97257,中華民國59年08月23日 03:38:51
